event_id,user_id,phone_id,property,value,event_ts
24fd6742ff36c19a20780e694383022a,e61fa67dc06f2a50f82453332b19ef1c,d6e535ead31611bf3192d05026358884,notifications,True,2019-07-04 18:42:45.217462
167695674ed26239372d3f630458910e,7eca610312c18438a7544859252687ab,3dbe91478807ddc93fd3d472a098a6a1,politics,,2019-07-04 18:42:45.217480
91c450b54bb4130f9ce93414a2227cea,0c922c5d5472e133af6e42829f86835e,d733b4e7ba39096a6f762b92411a7de1,drinking,No,2019-07-04 18:42:45.217498
13692b1fbd0753b05bf79433f9a79824,d4edae507e15248df39192f662d6b161,d049466a6178f75d13471cf8ae5c8a11,smoking,Maybe,2019-07-04 18:42:45.217516
21e58c369a9b2a7c4ddd4329d749c448,670dcbb2c8cf366d3b85ae70654a5c2b,320c154b436a0ee6ec5d3fe6b88d8837,politics,Conservative,2019-07-04 18:42:45.217536
f3a504f9953e53cb42593cbb79fe4b69,df4bf1d28ef70d2c4a958b3fb276fc5a,79cbb365929ea6c36ffff22be02c007b,notifications,False,2019-07-04 18:42:45.217556
c34be42d5d500503e6aa4d3248fa40d5,a702b36cc1962f5b1a43f9b68678022c,d148688be3ebaefbe03d8b94c2a69c80,politics,Prefer Not to Say,2019-07-04 18:42:45.217576
0a61110c63935cda5c114ef348fe9732,d3331dbfef85a512b899797dca44bef0,033b9ddaa55f69ce06c86c9f5410f81c,drinking,Maybe,2019-07-04 18:42:45.217595
3231a7b2aef42a8ad830094fc4b58795,8ff22acd4ab49f54f4abbe9a9742c8ca,1971cee90a34b0dc8ecb474f9edfc911,sex,F,2019-07-04 18:42:45.217613
dcc953eada2f79f981f4b24fbd9eae97,92810719ddf1aacdd80bda83bbc0800e,fd83c7d31b1bec21b179aed7da570aa2,sex,,2019-07-04 18:42:45.217630
98b2a067c092130bb1ef0a6fd78e4014,c8dc9c35ef27f9fd9a2848aa66dbebfc,097a507726b8f93b0bf40bae249dd988,drinking,Maybe,2019-07-04 18:42:45.217648
f588079cd79d5c679a6aa00e24fc4f0c,4079601f90bd34130b2c7c8b9f7dcb2c,f412b72cb522ebabbeb98081a3ddc5b9,sex,M,2019-07-04 18:42:45.217682
3a99e04857c061304bacb514d00497f3,cd186cd1daa3cd342ec18d9c85107da7,fe522dea3ceb87776ea9cd5390588302,drinking,Maybe,2019-07-04 18:42:45.217699
f05eaa65ea098f3774b50d49660bdfa4,3a5dacc82983b64cfeeab3f98468d674,520f8aeb4b4c06c2b731d643f7bdf213,politics,,2019-07-04 18:42:45.217716
dd6f828f07d9177fd252d6109a9ceefa,78764f8104942c66806b3f012266bbb2,883ca41c8d7ff3f31ad2f3267b84721f,smoking,Yes,2019-07-04 18:42:45.217752
f5621f9240016af00b577d6362f062b9,c941bf92bfc52450d1da6a7ee52703c0,b10d10e8e483779a01971e5a9eeb0e84,sex,M,2019-07-04 18:42:45.217788
f89cd435f47359690810fe22f07eae81,b3561679b140306982fb67c23fc422e9,7651d0bc533f04779e525d09fb31e075,smoking,Maybe,2019-07-04 18:42:45.217828
f9aeecc2f62679304cc621a23b2b65ac,f44961428e7a2d4f322a739e970c433f,52062ecf24bc919fdb3e024bd9ad6d0f,smoking,Maybe,2019-07-04 18:42:45.217859
871a0d65ad77b12ddec8d68d21da2109,d791ed76d90c3cd32c214814c4961dae,86cec45b02e0c8540dd7958aa8105604,drinking,No,2019-07-04 18:42:45.217877
a30c1562ab269940e83f84d1ad28668f,569ff6c4ee853f96d58ca9008157414c,759b85290704f8c72649d162aadc57f3,sex,,2019-07-04 18:42:45.217894
297ec8fa75b03e93e320a535408bf29e,e2023178cf65896f3c3bbc250ba110aa,48c17b22396d6e1b09d376f5d1f70c0c,smoking,No,2019-07-04 18:42:45.217911
a439d80bced7ee2c09a0b1a58db4982d,a2e16679ed4c80fc56d484cf430510d1,bffa60f2c61c277f6e5d5d842cdf72f2,politics,Other,2019-07-04 18:42:45.217928
cf17a373da97ae851e056668e14fba6d,71c9db661b45bf2ff2dd31818232bd97,9881f7cb3be708b848dddc591a090b6a,notifications,True,2019-07-04 18:42:45.217952
c94fdaf4143078ccb2ee0d960e1721a3,0850dc20fdf19a846913d8c7e6237f46,2b8d21e71e18e3e58638265127a2ea5f,politics,Conservative,2019-07-04 18:42:45.217970
aee15a4f52f62b58a307150ec38dc6e9,1a654fdf5d5a4fbce0994a6122f9a8a9,e554ccf3dd03a1e10e94cff8f187c1c8,drinking,,2019-07-04 18:42:45.217986
cf4cf4ecfafdc6ec745829f049d83b82,d361788c7090d404a033b4efa1e82671,c3a3791bc0a695cba3fc1fa7486d384d,smoking,Yes,2019-07-04 18:42:45.218004
26920743a30f7eabdeebc0398b776108,35db255bb13bed1c839b36e3e6ccfe83,bcf5b1924d832fc20afa66096449830b,notifications,True,2019-07-04 18:42:45.218022
3788d3fd3ea511be940dfdd44d2e961e,7e47e7ac75a2b81e2e5fdf235ee58b46,7148eca23b0c9aad6c0812a0b8b0e28a,notifications,False,2019-07-04 18:42:45.218039
f5e29618ddc721fbbde7b4ecd6f5d3c9,b634d651c77bd66768c9fbae039db42e,95d9ca9f4803b53582e161c31e39a1b5,smoking,Maybe,2019-07-04 18:42:45.218057
c3ffab7713fac79875c3a16af95991e9,6b0d28e6e2dbd7d2af3a23bd32cd4669,74553b5a1aa9c4171e491db85484af2c,sex,M,2019-07-04 18:42:45.218077
2ef3b6d3302e3681d73973b0d8725453,bf094575e992c6711d540d4b96a130f2,c81b9b747201cd565e8f31153ef1b917,drinking,Yes,2019-07-04 18:42:45.218094
60c1c960c4a8f3e587d4044cb8cc2f78,7a2ee04c5f98f0807e653bef3f2ff86f,b267df78302183b9a53a8e56f78339ab,sex,,2019-07-04 18:42:45.218111
1069d1f7f12eb777f2ae09908cd28e2e,eacffe4e4ece6ae9deeaa43358995b3e,04da2cbdbd5ed4c850fd856bcab76f1a,sex,F,2019-07-04 18:42:45.218129
1fb58d2d0447c517f1d86fa3a97a1355,cfb7764734b7280a060ac6a03bf3161e,61ded9a8dcc3d1405e8a6613c5edcec1,drinking,No,2019-07-04 18:42:45.218146
fa4b3004be075f1169dd1c595282a81e,730779a4ca28c35ed0b102288b7c59e7,e44369e37ba272aa2c2a84c084e0a70c,drinking,Maybe,2019-07-04 18:42:45.218163
fd4977276758423e7a181b8442cdbb5b,baae8de6f0c9e615af901add2d4cf7c9,b41767157a8f5d402215173a46bb8528,notifications,False,2019-07-04 18:42:45.218180
27a093d81297a872a29ad7897d2a74a9,9e64fa08ab2beb6ab15f904725a0cef5,efc131ba6521fdda264f302ee8fd4126,notifications,False,2019-07-04 18:42:45.218200
686c43e1f4520fd8e42f682640293e64,43a634f11419ddbc52a3fdb81444c953,daedde27fbd263cddb35328004c88328,drinking,Maybe,2019-07-04 18:42:45.218218
b5af72840747c7bc81b7d6f67b2b8e60,e66d96bb76bb419a79c8d96a524694a6,0aef526675fe6cd879b82c9ed709e9ed,sex,M,2019-07-04 18:42:45.218238
8ba344705052bfa047fccb6a8a488ca2,21ac578721552c59a12a1f278b15f533,0a3ce49214b1c6bad7c886c5c2661dc3,notifications,False,2019-07-04 18:42:45.218255
e65ccf2e6c26e06907ebda6a0b8e68c6,ffc7f734738adfacfee555bb5e5dfbbf,7966f6819a0c1ade13ea0b73f3ad4acf,smoking,Maybe,2019-07-04 18:42:45.218273
9e047838891983b0608bf2225190c18c,f3356e0ef02b3b1f76afcdcea5aa5418,c3b2789e70e3129ac727cd4fdb53f493,sex,,2019-07-04 18:42:45.218292
42ac2c12eae5af90cf5baf9585fa35a7,5b3b140462fdff00efa61729d1b684b0,f79bc54d31536c46d614e4b3d16ff1cb,smoking,Yes,2019-07-04 18:42:45.218310
b286de51f9db18cae55dffa852f5c9f5,8dbd4358ce06a2bbe7fcf2dfde30890e,4d5771fda05249754f2cebdea5512c45,drinking,No,2019-07-04 18:42:45.218327
92c59fd2d47583b5429118bc88067d6b,f22f30fe1f4ba62574db5c304584928e,b4435a71f3e26d684bae6444dc1908bc,drinking,Maybe,2019-07-04 18:42:45.218344
c85165887a7d5a7a57f5f610d726153c,6e1265cd4e4bb348c2219c95df75447d,29b2e2e31a69a660a039bf07c0d00795,smoking,Yes,2019-07-04 18:42:45.218361
1bb452111482c427ed6084ab2d6b3fb2,faeb9a66a8e233b058f6e73c4b48d905,36f8138c12ec154a45bfb870838e6c1a,smoking,,2019-07-04 18:42:45.218379
01a807921ba8ad2c777e1c196e51ea8e,ed8c24ab79091a4559097da89e22ed5b,a3d2d07a51d503300fe546bc871738cd,politics,Conservative,2019-07-04 18:42:45.218396
8bd0522c0c66f36539fd9b4dc65837d2,3a9cfb40f8c21da8480261dbb6b4dc0b,ed18b1c053ca5233e5792a098866015a,politics,Moderate,2019-07-04 18:42:45.218413
4c49cf09039e4758862eef30d8386e21,ebd8eb8d87c2253a0aad31a622e31891,c58ee703fd32e7ac76b7194a1e37285a,politics,Conservative,2019-07-04 18:42:45.218429
0ae800f1f0975e38ab4f38bec22981ae,01ba9411ac9476d1d772f1fee8b2a524,96ce19e97c6477f01977837774a3b884,drinking,Maybe,2019-07-04 18:42:45.218446
2eb50198111eee416c90ad15eb249d93,cbf4a8e8b37b3ee37a5a70749a063e8d,8fbb44139da9cb65d5d42559e6b94ea7,drinking,No,2019-07-04 18:42:45.218464
86338abfe29edea47310bc4272635927,a756764fb9343e5da19564694cfee6b2,9d2e111c792ab644892e400e1b80f54a,politics,,2019-07-04 18:42:45.218481
b3f2da83814288a1616463ade56d22fa,a79ba524d3536d8187289e312cfa5eea,283a46c41a72fffc96486dd2b58ef61b,politics,,2019-07-04 18:42:45.218498
8edb0638139d9c7ad8a22ce9c42f386b,2d5b6feaa77d2ffe4753a18bd27ff7fd,b9f29ad94e9eb6294c17a4540629867e,notifications,False,2019-07-04 18:42:45.218520
c7f5a2d8538cbdc1323f058b5f60a7ee,2bd1fa843c19890f98859910e6754e7e,df33b6c979552fe7ae044854f0b71fcd,smoking,,2019-07-04 18:42:45.218537
82f33dc8696482fcd42f5f9034889a95,453c3ee3e9455d961ac2797cf5d00ed0,ac333931539c4a8f8bae6591e21671ac,smoking,Maybe,2019-07-04 18:42:45.218554
6326df0ae1e246ccc2982814bebdd303,2b5a30ceb978167f5948c65b747efb7f,f4f2cc34cf8716db1bda0a44e7af9bd5,politics,Prefer Not to Say,2019-07-04 18:42:45.218574
2555b5f802c427ef7b181b56f97898e6,3924593355d9f01accc77e7f3bb1b1fb,06bce83b099c09e9787e73e4e6a859b5,drinking,,2019-07-04 18:42:45.218591
2618f12838459bd7e6780c4ba4ec6e63,7d233b3fa2fa24e35ae0ab58ecdac17b,13e7182f2aff940b3ab67147296bcb1e,sex,F,2019-07-04 18:42:45.218608
7d6173ec16156c12f757233780c43265,8e6fbe7f8e5ddc5282e219f905552cea,2287480ddabe7110c8b61825e593f371,notifications,True,2019-07-04 18:42:45.218625
b8c71a8e85a67b8296dae81b682e58a2,0d392d2d0e03be27926fee2967a1937d,d9d1ea135c9c7d572a929ea2389290d3,sex,M,2019-07-04 18:42:45.218642
cb9c55eb9cb037e7ef9f703d79456de7,b03f9aa413364f5809fb899abbf6757f,ecd12f675c408bca1809cabe3328b575,notifications,False,2019-07-04 18:42:45.218659
b1122f9aa6ad2866e550298938a20f5e,3bf9f33379d1e1d7e8691022e0f85809,c0820119a53d0ca8e8409e05f9044316,notifications,False,2019-07-04 18:42:45.218677
47ebf0da2cb5b33a1d46ec1b1045f914,3f5e74dbdcf92513db71959e97c07fe5,c84e492616aa3aa30488eb8f5fa4c886,sex,,2019-07-04 18:42:45.218694
6e6a9cd84e89317ece84d37d9b24f3e4,2d692f38c567f4a6721431ef82c09384,f847399bbf00d6bebbd5eeb43bb9edc0,politics,,2019-07-04 18:42:45.218711
e74922201bbfe519c8c2997739fd7393,86c29eeccdc26cfd09fc9dc8040aabe9,3691fd33ebdaa7c8964efddc802ac7f9,politics,Moderate,2019-07-04 18:42:45.218730
aab23323b25d680002cca2b2cdd690df,146fcf8a082eeb45ff9cdf9a6cb1fed7,adef5001dd8d9f40462fedc5b63ccbd9,politics,,2019-07-04 18:42:45.218747
8bcabcfeb5a36c55cf299d8fce7d4c21,c2c08392ab05493f00146fe6b824b9b1,c3131a40dc424472bd8d6634fb6fa427,smoking,Yes,2019-07-04 18:42:45.218765
2bf6a88119120e0cea4b72158fefc00b,730f5bc573e590f52753d69635de6f94,0c596d2d4fab612a7f026f826f179b73,smoking,Maybe,2019-07-04 18:42:45.218784
803f319a66156c0680a8d1066249a0e6,a2e5e30401f7bf4cd92f43f3b12a2879,ce9469862f0b8b71c626264ff5e4eb9c,drinking,No,2019-07-04 18:42:45.218802
e743dfc7af36730b3da8ea403d4f4d2e,29726edf3397d11310498d149fbb2613,044276ebd618b6fd52eff6183901e8ee,sex,,2019-07-04 18:42:45.218820
cbdad8dde8c846e7c78b5bc251384eb3,df92e812a43031f465953622a10d8c6e,91cd02a87616b10929d0ea451470ff01,drinking,Maybe,2019-07-04 18:42:45.218837
d98549db1ad7155672ef7023db0060cd,189acb7f7f695abd425e26fb98d3bc3a,7439a97d0ca81df97d397c2e43f78351,smoking,Maybe,2019-07-04 18:42:45.218854
ad37847be98209c67ae0526e1d700bb3,731770ee9bd248ce32cfa96e230b3c06,eea65b3e10d4853c7538d9d5c5f30c00,sex,M,2019-07-04 18:42:45.218871
2c1887c657d5a8ef66f9a9762f033656,3517f00ef8a118b7c922ae909c4a17ac,c56de9f5b9c99109b2a9654db8a327d7,sex,F,2019-07-04 18:42:45.218892
63728f2ff5cbab5570cd7e903b2f6a8d,83add2b664d700986560dddee18f39a6,086eca990dd6f269f58c1c8a92cdd5ef,politics,Other,2019-07-04 18:42:45.218911
bc30f56a9c3421389b083e98cd034a52,b7e044828d81461153371ec0acf6a469,476b1a2ffd9deb6b97f518eee301466f,politics,Liberal,2019-07-04 18:42:45.218928
b37317b4a4dff96b18aeab51388621dd,1a9a6514d55b3b21b4f4a071cf97c2b0,1156374419c516b107a91a913eba5c43,notifications,True,2019-07-04 18:42:45.218949
ad3da693b9f7bdbabcc7cd7c58cdaf9f,d7835cd4ed7b0f5952cc57ddf5645903,715f37279d25d7ac7b5aa6ee374369b1,politics,Moderate,2019-07-04 18:42:45.218969
3700ee3be0b15e99ff4331f36ddbb8fe,2456a00c10e8e30f0ac271fa874080e4,aef2e73e1cbea1215a67ebf74205103e,politics,Moderate,2019-07-04 18:42:45.218987
30a0acd530be3bc212632b28a091aa6f,163c80980b7f894c6f24c6cc4f96f5ae,18f69f12f1f42ce6e632cfa39a10c235,notifications,False,2019-07-04 18:42:45.219004
ae6258e5ced33bedf01519a9230b7485,1649f24ecbaf61ec440eb19b0492c780,b758221b5ab4bf4f892c7f31eb3a354d,drinking,,2019-07-04 18:42:45.219021
fb12b1cfcbd183d4b37ccf76d2cd5c6e,d09b0c40fffc1fbe02b393f785a4d800,37f3c293ef3c5050ace2559235728295,smoking,Maybe,2019-07-04 18:42:45.219039
bf2dd32ea9164fc764fd834fbc121c9a,16c7be92675ec670c0ee17ade1f0ac64,30bceac4e4cb733cc1a10925ea1cd4dc,politics,Conservative,2019-07-04 18:42:45.219056
c17cc457bbd56a05ad562b2f526850f8,d10838b748983993111e447df2dd0f7f,17f4bb6a3a8721edbbde8b8fdb9c0b6d,drinking,Maybe,2019-07-04 18:42:45.219075
83768c5c8c0b82d20b84fe014685f6bc,0db826c9edc7e7543c5261512a18813b,f321102c4590ef824b54a6cf34dce36c,drinking,No,2019-07-04 18:42:45.219093
46d1a14d96e816af973001b4b74e0645,f4c574c0d879ae90e32137a187bc8a56,e4e741412a34cc6e32c970f0721c7582,sex,F,2019-07-04 18:42:45.219110
e98cfcfbf1be5a0f8ceb161e544b3bfa,b442b273c8bb24ea20a872fb86fb88a0,2e6eb1b05c32bdf257fc907de5314a9f,sex,M,2019-07-04 18:42:45.219127
8ea3e6fcb396f44baec5fdfac25ed6bd,87d3a3d4b8a53921736f52fc1e9e2e67,83622eb8633423c76ae4593d93ed5f09,politics,Prefer Not to Say,2019-07-04 18:42:45.219144
577f92f36e9fa4da223717ea69b5b4d9,ab6c9eb3270b1ddec18c469426250035,e89512abe1c26f80c8ff340b3d7dfb1d,notifications,False,2019-07-04 18:42:45.219160
9b803a7eeecfc7e0b4afdf3487b73f87,7f5055c30d0f16cd4c18ac499c05c4e1,5989662bae61745af71ca663cb267ae9,smoking,No,2019-07-04 18:42:45.219190
e7b4d8db05452d41e3647ba4636d8d90,8d0270ed40712c5a43f5b8a506e4df1d,b0b263af4ab8bee3b778d70bc331cd36,smoking,,2019-07-04 18:42:45.219207
de83e551cdc30e780de0a35572d6c460,d1c169a0c726ed8436cd4d9a6911a641,710b8799b94c0240a75503c207e9717f,drinking,Yes,2019-07-04 18:42:45.219225
ea86eea940f42da5a6c89b080030a3ea,cc7d048cd02dfb0a3f9a85d20e26e4b9,718b00df71f997f61637db62c73c7782,politics,Liberal,2019-07-04 18:42:45.219243
3ceba7cfb5030210b69f8d0a7ed3b063,21b707f90b5035019670270b70e23691,36951f538816403f4d9495ff8a774968,notifications,True,2019-07-04 18:42:45.219261
2384e5f28cdf8b9e66151d93e50082d4,ea91e87b881741c517a0eed1006327c8,6a33cee32f2c4214382137bb700a7cb1,notifications,True,2019-07-04 18:42:45.219279
105617c1875d52298795cde4097ac590,0f57c8815c8ea8be5573f0b9be1a6bfd,e0cd6b88fca50a3ee7b3a5ff04607044,politics,Liberal,2019-07-04 18:42:45.219296
21e3ee140b77b37cdbf627bc268ece86,084d4b05bbc95d7bebf9311daa9a27c5,55eb37107f6173f672cce9c73619c9d3,smoking,Yes,2019-07-04 18:42:45.219314
0e7103e587aa83cbe6d27fbdfe23d6b0,683714561da7b07cdc93f265285925d3,367302ac0b7a35afca580c10237ce550,notifications,True,2019-07-04 18:42:45.219335
22d50c34462d9a62244b840e2fe74a24,671f0d89051775932b57705d09b0283a,ce6c0b83ff9ac8105c369dba37a5ef88,notifications,True,2019-07-04 18:42:45.219407
ded99d2d3f26390b8325c7136e457fe2,ebd8eb8d87c2253a0aad31a622e31891,c58ee703fd32e7ac76b7194a1e37285a,smoking,Maybe,2019-07-04 18:42:45.219428
0f1b00df6ffa879216c44e5632c3e39c,dc0f29a68afccdd5d9afe78baed27a73,518184045e3943dfb533b85ad993fde8,politics,Conservative,2019-07-04 18:42:45.219446
cc1234a6b9f8a8c036581b6765605e4d,4d90c06a2a9513258ab0d24b04b7c4c0,f34d243e68ca02087b13da9e470d5ff6,politics,Moderate,2019-07-04 18:42:45.219463
f06f90fe52d54683395c06731c9c1737,a5c87fbd53fa61353252a6419cc9da5a,671d6f7f48f7a5f1cd1513d95a540a91,notifications,False,2019-07-04 18:42:45.219483
3d8831203122d7b02b2156df3717326f,39a55607ea8ee9006606217a3c368df5,7fc420208b955301d1ee9125b3532183,politics,Other,2019-07-04 18:42:45.219502
965fed0cbd5211424fdc5bbdee3604a6,c56472654a1fac565b1fbf541eb80e3f,c130d5de114164f451eae38ef7426264,sex,F,2019-07-04 18:42:45.219519
e72ac48871a9ff3b83fc3d76ce681ed9,1719cb5db4d5c7d72f098e575683e5a6,c99d49892c8432ae3c0297fe8a1f4499,drinking,No,2019-07-04 18:42:45.219537
133bde7b029e4a3419a312b83560b2dc,4df37af98866665fe9bff11930efadad,8afccb9e61b90fc3e947c3b2634b48ba,politics,Conservative,2019-07-04 18:42:45.219554
60ec253c6b79676e21386690141af498,fc061b721d24ea5a84b42c19326f0ee6,d917fc77d380be476d12b6d5095d4519,drinking,Maybe,2019-07-04 18:42:45.219572
3fba1002d5381f57006938520ab961c6,e56d4c05ec14b859e7cce5bcfd0abce2,7ff5f59bb17854b693b2e6e2b1549937,notifications,True,2019-07-04 18:42:45.219588
a46e9e1d10a8b7537d8a95a0c3177cee,d7cd9ed0169427dcdaf5d6581f94b053,202012ca3bdeb474a280e85ee9c535c2,notifications,True,2019-07-04 18:42:45.219605
bb0eb05987f5d0f7af6aa0822b84ccc0,41493db261b1f72f22f6ee94882483a8,65f9b4d6e1deff05574327a85f78ceb3,drinking,Yes,2019-07-04 18:42:45.219622
3ee966a0a54dc9c0898167163533796f,b7da589a56c96eede54f9039a4d50953,c3bc661db658f5a2e03bbb26229afaa7,sex,F,2019-07-04 18:42:45.219640
ba4883d794b8c8e11ed62175e1f036a0,7987e3ef793fade0acc7b75c41b2bd3a,3faab7131f559a45d725ac31bc5d86d0,smoking,No,2019-07-04 18:42:45.219657
e5835a994757519ff1487c835dd1351e,b256b02f2553679c2e49f5739716efdc,ff98b7b1af29f708be5a9a3f9422f778,smoking,Maybe,2019-07-04 18:42:45.219673
5f2e694133bff0b0bd28349584c892ed,840b60d6a44119ba834204c6b648ff8d,1a76ae07fe2c977b2dd7870d7ca55c51,politics,Moderate,2019-07-04 18:42:45.219762
78a2574ca1db49d551b2346d7b667d13,d1eec9d2e0396285b21ecf9dbf586bb3,42fb5399cf015477cb9b4e1a0da7449f,smoking,Yes,2019-07-04 18:42:45.219785
1a5930116b144739af5b9e95c3625f61,1c2c196b818e90b991740142d70bddaf,09f7b5dda6ecd19d370001162e756877,drinking,Maybe,2019-07-04 18:42:45.219803
aa6cf16b06a2e526ed3a92ccd3e25347,303bfc28581e0a9601f0f5ed00779e5f,aaf4f95f1acc48bf7542969454194c0e,sex,,2019-07-04 18:42:45.219821
dc20d74c8c3c5fe223eca92b5fa80a95,f1543c27e145f488370ec4b23d690f7e,0543fd95dc399f64866a04fde8ff112c,notifications,False,2019-07-04 18:42:45.219840
926b78e953c52708b16e33a3a2911832,a4326f9489741854a1a592da916f87e5,1b168866d1092911aa4bf61049e7ed27,notifications,True,2019-07-04 18:42:45.219858
637a258fac94d55aedb6438d10198790,8e18a0727d43eab676168317eee2e88e,e2db831dfa440bb877e45c9af722f7ea,notifications,False,2019-07-04 18:42:45.219875
3460685c7abc4607e34778d9c4bae2ef,3ba2cca21f41ca0a384b87d9b069473e,ff56411ccb28129f8180e3d535ae2f55,politics,,2019-07-04 18:42:45.219892
eb128b4eae5cbff65255f2ad9ffd4713,67c330520c9b620785873acdf778245d,3e16331235e8f8491c8ae810a6e4c566,smoking,,2019-07-04 18:42:45.219909
