event_id,phone_id,ad_id,provider,placement,length,event_ts
2f6c0c45c532027971e0dab74214b253,601b7ef5ae480f13f5e3cb25529a048b,6,Snapchat,Center,840.0,2019-07-05 18:42:45.239039
fe30b1613b96abf7b285bf82e173b98c,7f9c9e2cffe7680bb71bbaa9a3aa5663,21,Instagram,Right,1308.0,2019-07-05 18:42:45.239058
311d752a2542a3ac92461fb58f47be04,b443dab8f0fb2bd9cdb21de19849862a,2,Snapchat,Bottom,2102.0,2019-07-05 18:42:45.239076
eba0ed0783f5acd71ce0603c64208042,daedde27fbd263cddb35328004c88328,0,Spotify,Right,2242.0,2019-07-05 18:42:45.239094
c5fcceb6d80399e052f68668d9ee21e7,36c38422cfe6708ce5ca9610a90b10e3,0,Spotify,Left,247.0,2019-07-05 18:42:45.239115
58d2098f16d8c835691d1fa8251169cd,fa5571ebed40eea2d9d1f8966a068279,2,Spotify,Left,114.0,2019-07-05 18:42:45.239133
cdf5879e5d3364e5948f6b7fd2a0f02b,441cde4fc14ce5d16beae82eaff27707,3,Snapchat,Right,330.0,2019-07-05 18:42:45.239154
a70daf9fc1efc6205b2f2c2013c3bc17,4bd40861bfeff7573f2e2156e5896d85,21,Instagram,Bottom,819.0,2019-07-05 18:42:45.239172
945b0cc40c485e96359907d3a0d05f41,54d3f35855eb1fad884478b73a9c21dc,15,Facebook,Bottom,1121.0,2019-07-05 18:42:45.239190
8171d57b5d2814dea063a4afac4b3737,152eb37da0ac20b926b82ab34eba9335,8,Snapchat,Left,321.0,2019-07-05 18:42:45.239207
b1ee0d1654cc9874a2fc2f809c6eb9f4,468556f8687ba2ce904b27c0b2074b83,7,Facebook,Top,1617.0,2019-07-05 18:42:45.239226
eb4cff94aab45c1063495d4acac0e2be,fc6e747f62900ffd3712d4d125422405,6,Instagram,Bottom,2105.0,2019-07-05 18:42:45.239243
593e7397800e9b73601e200f9b11d45d,4b77d821783a8a4ef9762a32d1d2bf43,2,Spotify,Center,58.0,2019-07-05 18:42:45.239261
f09d43330bfd9389d114b2be8295c1a9,bb69681c0bac6fc6af180a011d7e0ae8,13,Facebook,Left,844.0,2019-07-05 18:42:45.239282
22d19d08149399ee86b12930ba8a20cd,69e440645211707bc6623394d1cbdee3,8,Snapchat,Right,944.0,2019-07-05 18:42:45.239301
61ea81512c41552da5fcf59e9f6965d4,b00cec7cd18212cd7cb0a0fda4720701,3,Snapchat,Center,1253.0,2019-07-05 18:42:45.239319
74fc5c10be3d13849bc128801ff47316,0455d8698e07f339e7bb2150a23fe101,2,Snapchat,Left,249.0,2019-07-05 18:42:45.239337
c8c96c0b5e801c89659007f04ec4dd5f,c99d49892c8432ae3c0297fe8a1f4499,0,Snapchat,Center,1812.0,2019-07-05 18:42:45.239354
95d8c9f7b4e9f0a3bd8eac94daadfe74,7db028a4d5dfa8a27cccc0aa3515f591,3,Snapchat,Center,1308.0,2019-07-05 18:42:45.239372
b65336623714e0908b7b1aebbedfc1e7,fe400ba354c77e6232fc31e3a231b726,15,Facebook,Left,1603.0,2019-07-05 18:42:45.239391
dc908dc09efcb32cac9135ff6411a6f5,0844e86b6c329080a6f5651931b6bff2,17,Instagram,Center,1626.0,2019-07-05 18:42:45.239410
d3236dade5557eea8b3650a636eadeb4,e5670a9fe77b4d8adcad539c5740dbc1,3,Snapchat,Right,1844.0,2019-07-05 18:42:45.239431
74169c125680fc8d6f9ea8d2ddd35f27,0d253d15b86e7320f2129254245752c1,12,Facebook,Bottom,2309.0,2019-07-05 18:42:45.239449
a179bb70679993b767898d4f4479beb0,4834067451bf863713f5c5c5b41928b0,7,Facebook,Top,1303.0,2019-07-05 18:42:45.239467
972a0185b2497c3bf9255d2b78df4aa9,15deb5b793d79a14a24885e39bc3dec9,16,Instagram,Left,615.0,2019-07-05 18:42:45.239485
43172098ea3cae02afa3fed039c638d4,39dfb06e9f3a376bafb18f20b58af2bf,2,Snapchat,Left,1822.0,2019-07-05 18:42:45.239507
34c5082157921c09b2e0005ae1d81652,d5f65ee9b9a3e139e9b34132d759fdbd,13,Facebook,Top,1502.0,2019-07-05 18:42:45.239525
67db8af4f3e3d3f105d568048ff33d6d,30fa87c56ae6a62fa8f7c6c2dc765404,10,Facebook,Bottom,2232.0,2019-07-05 18:42:45.239543
529af5ca5c9207d48d28827ef816462d,9ff0071470cc3ba2fec3825b758fa160,14,Instagram,Left,954.0,2019-07-05 18:42:45.239562
8820ff78d88af3307eb5fc0cccd5ce15,82c2b4a8f309902f1e20b143efafbab5,16,Instagram,Left,652.0,2019-07-05 18:42:45.239579
c3ed0b5eb7d10634fcd02762574fc4d8,a27f751d7c855d1fefb9c4f7304b6ba0,8,Facebook,Top,1833.0,2019-07-05 18:42:45.239597
84ec90e09d0af4872d95dbe1ce3e9745,57e28031d76cecc0bc10c9381ffee780,0,Spotify,Top,1620.0,2019-07-05 18:42:45.239614
f17372919fcfee33c3caa72e6f6d7932,66ed7ff0439ae3fe3ab39172f7773181,3,Facebook,Left,600.0,2019-07-05 18:42:45.239632
14ae86fce12e7be0d3f7ff823046ad1a,a83d37179fbf07ee23b4924119e90af5,4,Spotify,Bottom,542.0,2019-07-05 18:42:45.239651
0b8e79c89a24d00c0912150840d3a349,06537e1103d66059d4d71872b8e9295f,2,Snapchat,Bottom,1748.0,2019-07-05 18:42:45.239668
d01e298a53ba2ff5bb102de9f7e2eb1c,9a354cd057b2ec1ba5a05d5fd7cccbe8,5,Snapchat,Left,735.0,2019-07-05 18:42:45.239686
9082791cb913397703ab1cef387bad50,4f16d7861a61a6b4ea4d5bb543f65fb4,5,Snapchat,Bottom,1508.0,2019-07-05 18:42:45.239703
08546a8ca561006231a6d7fac60579db,55c8479d1064fa55499af3f2539f51f9,15,Facebook,Top,1227.0,2019-07-05 18:42:45.239723
4d079c590c076cc4bf838981af6d94f9,033b9ddaa55f69ce06c86c9f5410f81c,2,Snapchat,Left,1153.0,2019-07-05 18:42:45.239745
804832b918aa2cfcfb30ca4111b9ae71,fd953f3fe66e196f17d071ddf54361ce,3,Instagram,Left,324.0,2019-07-05 18:42:45.239763
570651a76f3228671f413ab94ae6836e,b39bafba8c0ebca54949a9cdc2719060,11,Instagram,Top,2252.0,2019-07-05 18:42:45.239780
548b50abbe7ef2b979261fd2d0a43a59,6de267565dd3501a81ef1cdb20300dc8,20,Instagram,Right,56.0,2019-07-05 18:42:45.239798
ab618519b9752343f1a1d9b12daf3390,3fe994ec3e107275c54c786c1aa9e636,2,Snapchat,Top,1804.0,2019-07-05 18:42:45.239816
80cba8879a3ee68b2696157198cd7f11,36a0427f8bae3d787fe161d48c2a4a76,3,Spotify,Bottom,720.0,2019-07-05 18:42:45.239833
7951580fec5c549eabbd018c1de89e4e,968dd1a3e18eac32ceb648523b9a98ff,0,Spotify,Left,1457.0,2019-07-05 18:42:45.239852
c6099fe39e95ae682d168aff99df0027,90960bd529e1eec28d809eeaefb6ff19,1,Facebook,Left,940.0,2019-07-05 18:42:45.239870
17a6898266122a1459273bf9a48c0e29,25460350be81405909e1b9c7a705a47c,7,Facebook,Left,1247.0,2019-07-05 18:42:45.239893
a0d9fd6d9653f051b849c1aa566e5d21,bea1e36a2ed41f5ef7197f18d8753a3c,5,Snapchat,Right,1136.0,2019-07-05 18:42:45.239911
0771d2f06752e6a60353161932790fea,857ba8443768bcac8eb0eca83e08ba5f,9,Facebook,Center,654.0,2019-07-05 18:42:45.239929
203eda61de78cbf6a7e2a0de914f5bff,23b1d703a8868dd0c5db695232060ca2,15,Facebook,Bottom,1649.0,2019-07-05 18:42:45.239946
23178dc0e02275848e6de8c2d7da60f3,941fa85dc9b9642fd11f0b68bdc4fd75,2,Spotify,Left,2054.0,2019-07-05 18:42:45.239966
86f920fd98c527d6a52bab37ecb492b7,a6d42bcb37fb92d3848570f9640af124,7,Snapchat,Top,1458.0,2019-07-05 18:42:45.239984
a31f0b1864a288b39d0abf2d766ecc1e,457537b75387ae2cd95f090221b2bf78,0,Snapchat,Center,2211.0,2019-07-05 18:42:45.240002
86805389508e864a612871955906f8ba,ff9fcffd54d06201f72898f32662341a,1,Instagram,Top,733.0,2019-07-05 18:42:45.240023
7ab0659448d1244e7843492ad29d82bb,72dc48334659a8476d0a0d6fba7ae6e3,21,Instagram,Bottom,105.0,2019-07-05 18:42:45.240041
7753a257a85858d93e2214dfdcc0d3ee,44454d2f614b5d34e5e0338b65523225,0,Spotify,Center,1641.0,2019-07-05 18:42:45.240058
766f5352f81e4eb7919816dcdc199b80,91793ea5542ce0e1edf3c35df72acf1e,18,Facebook,Center,653.0,2019-07-05 18:42:45.240076
742f0c412a0c2392851e9f47d7c326b3,22b5a4f8dcd6e86b03282a3c5eca2a4d,11,Instagram,Center,1859.0,2019-07-05 18:42:45.240095
68f27d9301b8d093ce9e001990a26932,a98eb17dacea6895fbee5bc153ebef52,6,Facebook,Center,2128.0,2019-07-05 18:42:45.240113
43566abac97bc89c40529913c86c19b4,d85864db5b118bafa477323bdc77f479,0,Snapchat,Bottom,155.0,2019-07-05 18:42:45.240131
89ef80d71e653102ea4d1e16907df41d,dc083a54d08217b9b1fdc3eb3d8911ad,4,Spotify,Center,2158.0,2019-07-05 18:42:45.240148
e09129db1201e3b7acf52406da5f27ed,09b21c8b4bc2445d68ee4b73a9b73b80,15,Facebook,Right,659.0,2019-07-05 18:42:45.240166
980f12b1c22ba3f4d1b31c89bfca5e39,5b6a2c68874e58a98673e5f54575c0d7,1,Snapchat,Left,528.0,2019-07-05 18:42:45.240185
bb6ff76cd3a33d3a06a033655fe00996,969a026d715423638fd3c1e8247c8d8c,1,Spotify,Left,1343.0,2019-07-05 18:42:45.240207
c304dad394d4aa6157aac22c2a290e65,76f182984af9a5aabb46cb5d753df634,2,Spotify,Bottom,2348.0,2019-07-05 18:42:45.240239
3a82ac2287b241fd399b13afc6da7ba8,d238ae7b6922d2b86a3b4a4b12801c9e,4,Snapchat,Center,716.0,2019-07-05 18:42:45.240257
67672e286e244d9ed1a27fc346c95b22,356f82521936932be8aaf678e45f8023,9,Snapchat,Right,103.0,2019-07-05 18:42:45.240275
b85d96d06e4c11183ae534cc74a5453e,228dcb24dc76944253ea5d6c1454280b,6,Instagram,Bottom,1317.0,2019-07-05 18:42:45.240296
006e0713f375f0c25f46903e581300c1,03eaf305ee742f851ca1d5d5ad74f3ba,7,Instagram,Right,1311.0,2019-07-05 18:42:45.240313
71648a7b146449b7af05489b2da9fdc4,c381dc60c65c91fabcba460d20ad7535,4,Spotify,Center,1506.0,2019-07-05 18:42:45.240334
725f483354988dd9985dc7e39f97502d,2074fe57be03f62e61b116f081b491b4,0,Spotify,Left,1108.0,2019-07-05 18:42:45.240352
7bc820b264c6ab639c7c63d292a8b6e4,d8896c7792dba3cd21b05b1a63240a07,1,Snapchat,Right,241.0,2019-07-05 18:42:45.240370
84ce31364a5364166b797944c93d76e1,20756a88847583a230d71ae2f17da229,6,Instagram,Bottom,2158.0,2019-07-05 18:42:45.240389
ec78055293dbc48fb33b22dd89a98760,9cb54412c6ac35cd6da47593c79f4a61,6,Snapchat,Center,1250.0,2019-07-05 18:42:45.240406
dc6f1246b968b453d84d314800c3dc19,9d350b95b320eaf4d69ee211818289c2,9,Snapchat,Left,2255.0,2019-07-05 18:42:45.240424
65c39cf6aaacf99adea001aaa365da08,edc0b6650353c71d9b9648e1c4dca8dd,6,Snapchat,Left,1458.0,2019-07-05 18:42:45.240444
8541f6af7ad28ada2b1abb0075ad254e,996332e19998254f60f20cdb164101da,1,Facebook,Left,4.0,2019-07-05 18:42:45.240463
62dbecbd60a1edf1fdef3e3c8f963c94,4f0a959a841379db51621c5eb68466f6,2,Snapchat,Top,216.0,2019-07-05 18:42:45.240480
973b8bbe382ad8debc4f07157751ec6f,83b2878068c5558e7521b83222664fab,5,Snapchat,Center,242.0,2019-07-05 18:42:45.240499
12697bcbcc3ca72a4baaac72fcb30b9f,fac6db138abae37e4d3d6982e2fdb53d,1,Snapchat,Left,1439.0,2019-07-05 18:42:45.240517
62502c703e4e692921b5b4401e5af96d,ad8567c4746fb1d1bccdbd7aa902e60f,4,Snapchat,Left,2108.0,2019-07-05 18:42:45.240535
5f3f96bbe0fca88aa117ea67f7768d29,a93e7672e37c7da73da6c98a6c09ab06,2,Spotify,Bottom,1226.0,2019-07-05 18:42:45.240552
268b0f4fae68fab7cc281d3d83ea4edc,099bac2b2b1d672d8ee1ba768ad63f7b,1,Spotify,Left,1019.0,2019-07-05 18:42:45.240571
0909c6021b9af3e9e9436b2bf2c04cca,a944bb723f9d521c5e1bc4ca7c090ce3,2,Spotify,Right,626.0,2019-07-05 18:42:45.240588
a924f4a74a86562947718026b080e05f,ab6c42f7bdbfaf01a908ce7060520b94,3,Instagram,Left,1649.0,2019-07-05 18:42:45.240609
2252701c7a183593d76640e9e02da195,043a3e03cf7a2119fee5c34d4069dfb1,4,Instagram,Bottom,59.0,2019-07-05 18:42:45.240626
010d6ecf185c02a76b5af3e4466df87d,b15fa78b8b6383e56ccc64a3a05b6339,18,Instagram,Top,2144.0,2019-07-05 18:42:45.240645
7abfb444f3f9a6a12fa9c46f19051b38,df33b6c979552fe7ae044854f0b71fcd,2,Spotify,Bottom,1824.0,2019-07-05 18:42:45.240662
66f6efee24b7a229006ca11e1e590377,b7aec3a3b4cc4d9b0a816716f275de10,0,Spotify,Right,2241.0,2019-07-05 18:42:45.240684
753d5b8400f8a29cbc5803bc4f4dd4d9,4593d1493502631342fc0cf0f9c55fc3,5,Facebook,Right,256.0,2019-07-05 18:42:45.240702
b9fd2e6ca88dd2195e72d8aecede8998,b41767157a8f5d402215173a46bb8528,1,Instagram,Left,738.0,2019-07-05 18:42:45.240718
3204fad78cf2a48b4f700996b5b40bc5,1dd29d134a9914ed1218fbb5b206fa6a,9,Instagram,Top,124.0,2019-07-05 18:42:45.240737
fd49ef1d55f9db7f140ff5ee42155a4f,6071b56329da867ba377136dafbcbbe8,2,Spotify,Bottom,1102.0,2019-07-05 18:42:45.240756
a544dd31117d6cbba17128bf332a9800,88f452b5900f0948d6314cba9038d3d0,2,Facebook,Bottom,409.0,2019-07-05 18:42:45.240773
3eeac2e78049d3b5d67c96755c2b3cf2,ca05c10306d3e5be1f14fd682a948081,2,Facebook,Top,2233.0,2019-07-05 18:42:45.240791
90c0b2022d4cf0b8054c57bceff448c0,0e20a7bd6f0a7a313f240cf15daccfe8,0,Spotify,Bottom,1420.0,2019-07-05 18:42:45.240808
b3cfd197f730fe98f746ed7f8d6910bb,2df720549f55fb2ded3b3adbafbfca08,3,Spotify,Center,1409.0,2019-07-05 18:42:45.240826
9c99562d401c21fca6caa78a1f43c8a7,f324215084f1e0d45bd94959f70e7945,8,Snapchat,Right,1.0,2019-07-05 18:42:45.240844
29c8d9eb1dcd9915074fd7f2723f5f57,e80cb22698ceceddf215ed17b5b05911,2,Spotify,Left,25.0,2019-07-05 18:42:45.240861
caaa9d9a77a034b7af8701c59de43c55,6a082b936dc4ce9f808c714a2d018bb8,2,Instagram,Left,504.0,2019-07-05 18:42:45.240879
6daa54828f4642f42bf85b0f1e262c04,84cef7d200a641a6ca3c3bf4cf24b455,3,Facebook,Right,2136.0,2019-07-05 18:42:45.240901
24a3fcda779067f02b55d447a8d1e1e7,ab6884abd43f037b49d125ce0be1cc42,1,Snapchat,Bottom,826.0,2019-07-05 18:42:45.240919
649fc153150d550add7001b926fd746a,f7a91636b16e8624adca4322e55a51fd,10,Facebook,Center,1735.0,2019-07-05 18:42:45.240937
779b2beaa8e3d3aeb470ef171dd1975b,8d0969d35e89f238f5d105b700b8ad25,12,Instagram,Right,2354.0,2019-07-05 18:42:45.240955
77daf1c11b85f1d421ef282441816087,74be915fe578be8e868e7250b32ed929,8,Facebook,Top,1537.0,2019-07-05 18:42:45.241019
ed5f155472dab5fb66500ba57d21d7ba,f9d5d473c395bf8f116e102b0999ee26,1,Spotify,Right,2138.0,2019-07-05 18:42:45.241056
d6e8545452ec194f7ece9ebd8e416e4d,08cf2055e45af51d8c463c7d1dfdbadb,1,Spotify,Bottom,1230.0,2019-07-05 18:42:45.241075
8b354bb518d87bc7f998f80d6711a0a6,2aba69a3d54d78d2a6929171d9309dfb,4,Snapchat,Bottom,2006.0,2019-07-05 18:42:45.241094
ff3b49794f09c1f36dab2abc1257b084,086eca990dd6f269f58c1c8a92cdd5ef,4,Spotify,Right,658.0,2019-07-05 18:42:45.241120
887555ca9523c1df157563afc3b30ec4,099aeecd7b16b2889977a497343fea32,0,Snapchat,Right,1649.0,2019-07-05 18:42:45.241145
ae6d5f6abb3c834421770554ffc2d2b8,9a354cd057b2ec1ba5a05d5fd7cccbe8,2,Spotify,Left,1157.0,2019-07-05 18:42:45.241225
644f3967c6f7eeff94c430d96e0ff41b,ec852d49f18893fa00f3d47ea8bcf938,3,Spotify,Right,39.0,2019-07-05 18:42:45.241244
c9b632d79155833106bea1ee5170e7d7,733cde441797feeefe52cd832e7ecca7,17,Facebook,Top,1243.0,2019-07-05 18:42:45.241262
77a58431b86e9d93ad73f6061df4806f,ee7e76ac298d173f27f89970d4bec137,0,Snapchat,Right,1853.0,2019-07-05 18:42:45.241282
7eaf0f3a52152f96c1d9942171b7a2a1,9b9ed812b9d4b36a0bfcb726087f4304,6,Snapchat,Bottom,2213.0,2019-07-05 18:42:45.241301
3fb9add93f7adb130573d4d1f68d5b68,1f4c2919edc834f06378997382751e72,5,Instagram,Center,1007.0,2019-07-05 18:42:45.241319
be2a26f4a14e5ecbb6cd70cec8dd8d7b,eaf529da362f4b28cff0f76f9b6e6c7f,15,Instagram,Left,333.0,2019-07-05 18:42:45.241339
f64413b8498ee268a492e9076b3d22fb,ebf706633d7297cc9b402cba502bea6f,9,Snapchat,Top,324.0,2019-07-05 18:42:45.241358
8dd64714eef011d8096f3c5c93a65efa,09f7b5dda6ecd19d370001162e756877,16,Facebook,Right,2325.0,2019-07-05 18:42:45.241375
a2dfa43eac8a0bc68928ebe60264eccd,a17d85fabd3c5a85c888ee1d9c56d59a,0,Facebook,Left,1732.0,2019-07-05 18:42:45.241393
153670fb17e7cb57b0fec1ec6728a965,c1d34e7e34936cb0ccc13a215c8ed541,0,Spotify,Right,908.0,2019-07-05 18:42:45.241410
1c4a29e5a4379bfc790e3996286f1d63,c1e878d4dc0f76bccb4c3edbc6e96b37,4,Spotify,Bottom,2315.0,2019-07-05 18:42:45.241428
f66e5daddb12344daaf4201550921ecb,64a40b46135ce6157503991737d09b3b,5,Snapchat,Left,1734.0,2019-07-05 18:42:45.241446
5bac54e83e614948bd7a1848f1936ea8,424a86ac6a5c49b5d4947af28783897d,8,Snapchat,Right,756.0,2019-07-05 18:42:45.241463
1df5be60d01ead3cc40fb92c84f8e621,138f7d27a9d1e56ed07ac3b365f7f67d,11,Facebook,Top,729.0,2019-07-05 18:42:45.241482
32b5ff54fbac2cb6d774bd31e69f2d91,09b21c8b4bc2445d68ee4b73a9b73b80,2,Spotify,Left,1927.0,2019-07-05 18:42:45.241514
651f7ca6467c08f25e1d7d47d9356136,53c92b33174dffc29cddd7f04b7e82cb,6,Snapchat,Right,2309.0,2019-07-05 18:42:45.241536
58d9ecb36f1500e98f9c77d146341f8f,e102d4a28c5d9a5afd7d0977391d0419,0,Spotify,Bottom,1913.0,2019-07-05 18:42:45.241564
cc8218f40e3b0c6074f906e298b3909a,4d39b4f73ad329ea8b773fec0315b867,4,Spotify,Right,1040.0,2019-07-05 18:42:45.241584
4881f9a79b9ed7456853080931313590,809b4d237f3e57b5729a56c966a4c64c,9,Snapchat,Top,943.0,2019-07-05 18:42:45.241605
98ea04fe5cb8ad6f5ce8e33ab1b458ed,74553b5a1aa9c4171e491db85484af2c,1,Facebook,Left,449.0,2019-07-05 18:42:45.241633
bc5e707abb491e4fe26b3db52b2a50e4,754009f32ce4ed81f8eb5ed4623b2598,20,Instagram,Center,852.0,2019-07-05 18:42:45.241656
5f24f78668d6197ebd1401f14f3f9218,67017441553d0847576367adb6536e80,4,Facebook,Center,303.0,2019-07-05 18:42:45.241680
c38dd7959720945ee0cacc1b848bd33b,a83d37179fbf07ee23b4924119e90af5,16,Instagram,Left,49.0,2019-07-05 18:42:45.241699
a53316453ae245fa24d4500dd914d233,09b21c8b4bc2445d68ee4b73a9b73b80,0,Spotify,Bottom,1656.0,2019-07-05 18:42:45.241718
6f0bc408743675d8da1971eec62ec4a7,4c19fc9e7a220057523cd98a5085a29b,7,Snapchat,Top,1321.0,2019-07-05 18:42:45.241737
aef695cbbdb225e495e55923229570bf,1b49dd2bc055f9b83679eebef25801fa,1,Spotify,Right,1209.0,2019-07-05 18:42:45.241755
7f41890c5a14226166b07bb2e168669f,1d5953fde3dc3770ad2d625cc7228c45,22,Instagram,Bottom,1117.0,2019-07-05 18:42:45.241772
a6704aec1d05682766c4ddb4e616457f,6fc9b73420606f81a90ec2847cd1feac,1,Snapchat,Left,1744.0,2019-07-05 18:42:45.241792
be1454f0784f215963709e2d0d8e66e3,904b2686db3564a5d36d6fb7b4dd9870,1,Spotify,Right,243.0,2019-07-05 18:42:45.241811
54fc366588b4a97477808608fe393183,bd512ba316c6e8bebdf3821a024e6836,3,Facebook,Top,625.0,2019-07-05 18:42:45.241829
358b75868220b17ede4033225d473fdf,ca05c10306d3e5be1f14fd682a948081,7,Facebook,Top,1339.0,2019-07-05 18:42:45.241846
a3d5e6d29d9c384898782be375470352,53496747928c1c5456cf65cc2a4cf431,22,Instagram,Bottom,2024.0,2019-07-05 18:42:45.241864
c7d0467fbbbfd0dcc326bc0c08d92a4e,080bd851f5d115d52548d8eed4e9b303,6,Instagram,Bottom,456.0,2019-07-05 18:42:45.241883
c8c9811ba1b047525fe8db87c45c7e9f,d85864db5b118bafa477323bdc77f479,4,Spotify,Left,1822.0,2019-07-05 18:42:45.241900
2820522c6b03e7717d06a3fabd25ebed,2aba69a3d54d78d2a6929171d9309dfb,3,Spotify,Top,756.0,2019-07-05 18:42:45.241917
dbbef276e10ee2f75f6f4fb0a8c069ab,5e6cdc3aa7807231b61df8ca40a9736e,7,Snapchat,Left,1751.0,2019-07-05 18:42:45.241936
54f588e93385aa2c119bc9e1e4397046,7d1879aec00be2005f06d97a6db8c1c5,4,Facebook,Right,1301.0,2019-07-05 18:42:45.241956
b7d4e3588fcc3ce39b0c0cfdf208220c,5b98c8a05d86054051df809cc2f4d5bc,0,Snapchat,Left,327.0,2019-07-05 18:42:45.241974
